Jet Set Radio: Any%,https://raw.githubusercontent.com/wins1ey/LibreSplit-resources/main/splits/Jet_Set_Radio_Any%25.json
Tony Hawk's Underground: Any% Beginner,https://raw.githubusercontent.com/Loomeh/LAST-Extras/THUGAnyBeginner/splits/THUG_Any%25_Beginner.json
