Amid Evil,https://raw.githubusercontent.com/wins1ey/LibreSplit-resources/main/auto-splitters/AmidEvil.lua
Jet Set Radio,https://raw.githubusercontent.com/Loomeh/LibreSplitAutosplitters/main/JSR.lua
My Little Pony: A Maretime Bay Adventure,https://raw.githubusercontent.com/wins1ey/LibreSplit-resources/main/auto-splitters/MLP_AMBA.lua
Mirror's Edge Catalyst,https://raw.githubusercontent.com/Loomeh/LibreSplitAutosplitters/main/mec.lua
Mirror's Edge Catalyst (ADNTP),https://raw.githubusercontent.com/Loomeh/LibreSplitAutosplitters/main/mecadntp.lua
Tony Hawk's Underground,https://raw.githubusercontent.com/Loomeh/LibreSplitAutosplitters/main/thug.lua
Persona 3 Portable (Steam),https://raw.githubusercontent.com/Loomeh/LibreSplitAutosplitters/main/P3P.lua
Quake Remastered (Steam),https://raw.githubusercontent.com/Loomeh/LibreSplitAutosplitters/main/Quake_Enhanced_Steam.lua
Quake Remastered (GOG),https://raw.githubusercontent.com/Loomeh/LibreSplitAutosplitters/main/Quake_Enhanced_GOG.lua
